날짜,종가,시가,고가,저가,거래량,변동 %,일간수익률,누적수익률,연환산변동성,고점대비하락률
2010-08-30,1048.9,1062.9,1064.4,1048.8,,-1.47,-0.014747322938192586,-0.2792056074766339,0.18101569247875862,-0.32986199846664954
2010-08-31,1049.3,1046.9,1055.1,1040.9,,0.04,0.0003813518924586923,-0.27893073117097156,0.158479332012272,-0.3296064400715564
2010-09-01,1080.3,1049.7,1081.3,1049.7,,2.95,0.02954350519393878,-0.2576278174821315,0.19486695664109888,-0.3098006644518273
2010-09-02,1090.1,1080.7,1090.1,1080.4,,0.91,0.009071554197907838,-0.25089334799340146,0.19668159437486923,-0.303539483772042
2010-09-03,1104.5,1093.6,1105.1,1093.6,,1.32,0.01320979726630589,-0.24099780098955315,0.20320167590932278,-0.2943393815486839
2010-09-07,1091.8,1102.6,1102.6,1091.2,,-1.15,-0.011498415572657406,-0.24972512369433608,0.20635536810716446,-0.3024533605928955
2010-09-08,1098.9,1092.4,1103.3,1092.4,,0.65,0.006503022531599401,-0.24484606926882735,0.2067832545031928,-0.2979171990799897
2010-09-09,1104.2,1101.2,1110.3,1101.2,,0.48,0.004823004823004684,-0.24120395821879992,0.207005797905871,-0.2945310503450038
2010-09-10,1109.5,1104.6,1110.9,1103.9,,0.48,0.0047998550987140565,-0.23756184716877238,0.1816922212553355,-0.29114490161001794
2010-09-13,1121.9,1113.4,1123.9,1113.4,,1.12,0.011176205497972047,-0.22904068169323633,0.18347461626552922,-0.28322259136212624
2010-09-14,1121.1,1121.2,1127.4,1115.6,,-0.07,-0.0007130760317320961,-0.22959043430456139,0.1825099495981779,-0.2837337081523129
2010-09-15,1125.1,1119.4,1126.5,1114.6,,0.36,0.003567924360003527,-0.22684167124793686,0.1824907805290649,-0.2811781242013801
2010-09-16,1124.7,1123.9,1125.4,1118.9,,-0.04,-0.0003555239534261956,-0.22711654755359922,0.17887683152575423,-0.2814336825964733
2010-09-17,1125.6,1126.4,1131.5,1122.4,,0.08,0.00080021339023717,-0.2264980758658589,0.17889004858904048,-0.2808586762075135
2010-09-20,1142.7,1126.6,1144.9,1126.6,,1.52,0.015191897654584396,-0.21474711379878897,0.1717689150649357,-0.26993355481727577
2010-09-21,1139.8,1142.8,1148.6,1136.2,,-0.25,-0.0025378489542312588,-0.21673996701484177,0.17128544703029533,-0.2717863531817021
2010-09-22,1134.3,1139.5,1144.4,1131.6,,-0.48,-0.004825407966309925,-0.2205195162177005,0.17172704485072743,-0.27530028111423466
2010-09-23,1124.8,1131.1,1136.8,1122.8,,-0.84,-0.008375209380234505,-0.22704782847718374,0.1650358364042553,-0.28136979299770004
2010-09-24,1148.7,1131.7,1148.9,1131.7,,2.12,0.02124822190611675,-0.21062396921385218,0.1764228235643236,-0.26610017889087656
2010-09-27,1142.2,1148.6,1149.9,1142.0,,-0.57,-0.005658570558022102,-0.21509070918086703,0.1748572433272605,-0.2702530028111423
2010-09-28,1147.7,1142.3,1150.0,1132.1,,0.48,0.0048152687795481874,-0.2113111599780083,0.16898010003537642,-0.2667390748786097
2010-09-29,1144.7,1146.8,1148.6,1140.3,,-0.26,-0.0026139234991722216,-0.2133727322704767,0.1571593235819975,-0.26865576284180936
2010-09-30,1141.2,1146.0,1157.2,1136.1,,-0.31,-0.0030575696689089105,-0.21577789994502317,0.15866113127367562,-0.27089189879887554
2010-10-01,1146.2,1143.5,1150.3,1139.4,,0.44,0.004381352961794649,-0.2123419461242425,0.12887141291225285,-0.2676974188602096
2010-10-04,1137.0,1145.0,1148.2,1131.9,,-0.8,-0.008026522421915927,-0.21866410115447898,0.13205070933620477,-0.27357526194735504
2010-10-05,1160.8,1140.7,1162.8,1140.7,,2.09,0.020932277924362364,-0.202308960967563,0.1425714186949406,-0.2583695374393049
