날짜,연간수익률(%)
2010-12-31,10.997352162400698
2011-12-31,0.0
2012-12-31,13.406488549618324
2013-12-31,29.603141214415942
2014-12-31,11.388227656351436
2015-12-31,-0.7285443683520354
2016-12-31,9.535691570037685
2017-12-31,19.421118456315867
2018-12-31,-6.2387791741472025
2019-12-31,23.52800382958351
